mag_obsdate,rcid,creationdate,last_updated,name,classification,redshift,iauname,release_status,field,candid,ra,lastmodified,release_auth,dec,id,magband,magval
2019-03-18 06:27:13,55,2019-03-04 07:02:35,2020-09-06 20:11:46,ZTF19aalaxsa,SN Ia,0.116,SN2019blf,pending,788,7.92279955515015E+017,172.7732329,2019-06-10 14:28:32,,57.4379617,11927,g,19.3873
